timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-08-10,62.84,63.14,58.12,59.16,181493.85537,1533945599999,11133870.1528231,32750,101802.57227,6251412.8511165,0
2018-08-11,59.16,59.98,55.0,57.6,195460.35141,1534031999999,11141417.3558336,34792,109304.71291,6229555.8032764,0
2018-08-12,57.73,61.55,57.02,59.32,173455.18347,1534118399999,10331214.5582386,31616,102064.82786,6078887.5768126,0
2018-08-13,59.21,60.61,55.52,56.44,192384.17619,1534204799999,11164711.9247184,30972,107172.86552,6228007.2324227,0
2018-08-14,56.5,56.5,49.2,54.24,230722.82945,1534291199999,11992181.1969879,36658,129856.94605,6743866.5255865,0
2018-08-15,54.26,59.2,53.7,54.32,232565.44512,1534377599999,13029652.1463702,38860,123378.99211,6909729.5640095,0
2018-08-16,54.32,57.58,54.06,55.29,153625.58485,1534463999999,8558558.0436344,25903,90426.43326,5037744.5818176,0
2018-08-17,55.32,61.89,54.99,61.75,230326.37031,1534550399999,13405002.8651858,33707,127318.40887,7399437.7107638,0
2018-08-18,61.79,62.31,55.12,57.04,205917.54266,1534636799999,11969875.7158708,32663,113556.33634,6597908.981181,0
2018-08-19,57.04,58.98,56.1,57.67,183235.7261,1534723199999,10508700.8036626,26191,105409.65596,6045468.2469992,0
2018-08-20,57.79,58.5,53.18,53.39,220297.28735,1534809599999,12325875.738144,34559,118452.4792,6639243.2732545,0
2018-08-21,53.39,56.82,53.21,56.42,176189.09409,1534895999999,9710200.6576136,25758,101713.45351,5607343.9221425,0
2018-08-22,56.43,59.75,53.82,55.14,243024.91246,1534982399999,13791753.7616232,33625,134651.63597,7639264.1029418,0
2018-08-23,55.15,57.89,54.8,57.29,168194.87364,1535068799999,9382986.3347497,24402,99141.38543,5532489.0340698,0
2018-08-24,57.3,58.36,55.5,57.82,162850.08326,1535155199999,9285143.5188117,23996,99189.94434,5654921.7294392,0
2018-08-25,57.88,58.38,56.93,57.89,141200.40986,1535241599999,8154031.6819145,22117,90026.41772,5199474.0036084,0
2018-08-26,57.88,58.08,55.74,56.99,149004.51461,1535327999999,8456358.2434211,22088,88753.27897,5038885.8498563,0
2018-08-27,57.05,61.17,56.52,60.61,173547.49618,1535414399999,10042122.8798607,27840,106879.5867,6181774.3814828,0
2018-08-28,60.69,63.74,59.65,63.13,213926.35247,1535500799999,13093911.4322786,31477,119097.65111,7287821.7634988,0
2018-08-29,63.12,63.4,60.14,61.41,185484.94761,1535587199999,11486407.6211692,27827,106902.13355,6622563.8603749,0
2018-08-30,61.52,61.65,58.55,60.23,179589.13646,1535673599999,10761861.6166235,24637,101151.9801,6063792.4115127,0
2018-08-31,60.13,62.75,59.55,62.04,176396.73591,1535759999999,10744055.1253341,25363,106039.28772,6458520.4482225,0
2018-09-01,62.04,67.93,61.97,66.49,210232.08113,1535846399999,13646887.0324832,31806,120876.9068,7842821.0291085,0
2018-09-02,66.45,67.3,64.15,66.21,180336.18966,1535932799999,11838318.6165133,26181,100574.60467,6605571.2060444,0
2018-09-03,66.21,66.55,64.21,65.44,162189.69577,1536019199999,10569362.8786437,23176,95350.08101,6212890.5320003,0
2018-09-04,65.5,69.45,65.36,67.6,220730.4701,1536105599999,14960889.6771891,30974,123600.79046,8376269.5350513,0
2018-09-05,67.63,68.36,57.61,57.82,331321.57394,1536191999999,20765379.8883325,39918,169535.4552,10656237.6176284,0
2018-09-06,57.71,57.89,53.96,57.61,251529.33699,1536278399999,14014155.38678,35383,132444.88562,7381828.4093888,0
2018-09-07,57.61,58.53,55.0,55.66,193929.61889,1536364799999,10983095.9540696,24283,109157.53664,6187276.1302793,0
2018-09-08,55.63,57.22,51.87,53.07,187659.63017,1536451199999,10323291.9059615,25339,106388.3957,5861391.6407318,0
2018-09-09,53.09,56.72,52.2,54.74,208940.08803,1536537599999,11413319.2266282,26757,119288.02104,6506343.4413426,0
2018-09-10,54.79,56.59,53.03,54.34,226840.05414,1536623999999,12366211.0596521,25005,127705.2763,6962485.6889289,0
2018-09-11,54.34,54.75,49.74,52.04,239830.95074,1536710399999,12670927.0607934,27815,131412.33953,6945139.2832229,0
2018-09-12,52.01,52.14,47.21,51.69,276375.64336,1536796799999,13756255.4351725,33227,146566.58756,7307164.0200031,0
2018-09-13,51.69,55.49,51.66,54.44,232884.22924,1536883199999,12514995.482319,31920,129402.43134,6950928.8511753,0
2018-09-14,54.49,59.0,52.83,56.24,279002.97525,1536969599999,15505362.5990428,35117,150785.03859,8370718.3057832,0
2018-09-15,56.21,58.73,55.61,56.22,236098.10118,1537055999999,13554456.1074499,29668,132245.52842,7597063.7550904,0
2018-09-16,56.22,57.55,54.35,56.75,193175.78497,1537142399999,10857782.7359343,25939,113110.1334,6360032.0209145,0
2018-09-17,56.75,57.85,51.37,52.07,256476.30399,1537228799999,14029350.8701683,33189,140370.00097,7693803.22288,0
2018-09-18,52.06,55.52,50.41,53.96,224751.4303,1537315199999,11874091.7786288,28317,125977.33983,6657318.0367305,0
2018-09-19,53.93,55.28,51.62,54.27,228844.25202,1537401599999,12289753.5187398,28999,127326.49047,6844494.7470448,0
2018-09-20,54.33,57.42,53.28,56.53,194009.04757,1537487999999,10587308.0472446,25789,113693.18813,6201399.0966612,0
2018-09-21,56.52,62.73,56.33,60.83,323523.44211,1537574399999,18976330.1438477,38341,170196.08446,9982175.3887492,0
2018-09-22,60.82,61.9,58.0,60.65,210861.69481,1537660799999,12631718.4569846,22825,114243.00562,6839099.651221,0
2018-09-23,60.58,63.82,59.86,61.38,244808.34389,1537747199999,15089323.8147346,30583,129053.62288,7955268.8596758,0
2018-09-24,61.36,61.56,57.02,58.01,231626.38896,1537833599999,13624552.6226588,32015,124144.78552,7309304.8168847,0
2018-09-25,58.03,58.16,54.25,57.61,279946.32153,1537919999999,15753483.0913105,38270,149457.32724,8422962.2841789,0
2018-09-26,57.57,59.85,56.4,57.18,226177.44005,1538006399999,13066635.7611178,33400,122118.81863,7052638.1158529,0
2018-09-27,57.25,65.67,56.58,63.28,496070.9006,1538092799999,30665922.1148864,60691,255710.97143,15788850.0113423,0
2018-09-28,63.25,65.0,60.14,61.95,306042.00886,1538179199999,19128678.5769378,45382,155798.07286,9733619.7363591,0
2018-09-29,61.95,62.34,58.95,61.61,206352.47293,1538265599999,12577562.1807731,32303,109373.16449,6671295.6612339,0
2018-09-30,61.61,63.0,59.81,61.21,224746.26092,1538351999999,13734703.9417407,34061,126521.66757,7733641.7511691,0
2018-10-01,61.19,62.09,59.51,60.45,189136.61486,1538438399999,11484878.1829783,30170,94113.00047,5721939.5495457,0
2018-10-02,60.47,61.8,59.02,59.46,190207.92017,1538524799999,11489099.1894847,30810,98660.09755,5960771.7167322,0
2018-10-03,59.42,59.66,56.67,57.56,199293.42312,1538611199999,11515193.8373846,31990,108393.42642,6264834.1528089,0
2018-10-04,57.6,59.4,57.39,58.42,164171.36993,1538697599999,9643908.9132993,25674,96734.90389,5683234.0399029,0
2018-10-05,58.43,59.85,57.65,58.93,152016.10897,1538783999999,8865509.4448689,24513,94654.03054,5520931.0817726,0
2018-10-06,58.88,59.17,56.92,57.96,146487.74108,1538870399999,8512401.7290898,22714,89991.49742,5232176.8437288,0
2018-10-07,57.98,58.64,56.88,58.33,137742.58904,1538956799999,7971910.2958602,20596,87384.24588,5057601.9434126,0
2018-10-08,58.32,60.26,57.63,59.66,178247.28353,1539043199999,10499302.7273968,28219,102532.45105,6040517.6646259,0
2018-10-09,59.65,59.84,58.29,59.03,156778.85225,1539129599999,9264677.0282078,24224,90380.77098,5341876.2063919,0
2018-10-10,59.02,59.18,57.37,58.46,156144.05481,1539215999999,9074909.8197375,25310,94632.70761,5501203.1639699,0
2018-10-11,58.43,58.66,50.62,51.36,269784.69405,1539302399999,14307677.1493092,45082,139403.11723,7381995.9740017,0
2018-10-12,51.31,54.26,50.87,53.74,204719.86413,1539388799999,10863354.9131566,32504,117197.92559,6220485.5338555,0
2018-10-13,53.7,54.88,53.2,54.05,162360.69862,1539475199999,8771145.0818299,26521,97148.38441,5249272.5331114,0
2018-10-14,54.06,54.44,52.11,52.61,173244.35474,1539561599999,9306172.1147422,23382,95426.25227,5129481.3825873,0
2018-10-15,52.61,61.86,52.17,56.16,380967.73216,1539647999999,21747320.2475761,55710,200260.59021,11424083.6528644,0
2018-10-16,56.15,57.34,54.71,55.54,178767.67022,1539734399999,9988474.0004034,30371,96861.12637,5413288.3724283,0
2018-10-17,55.54,55.72,54.32,55.27,189501.34735,1539820799999,10451967.889007,27111,98964.56651,5460054.7621951,0
2018-10-18,55.31,55.85,53.0,53.53,163778.72064,1539907199999,8907285.9636503,27830,90945.55549,4947506.2659608,0
2018-10-19,53.53,54.74,53.31,53.71,131153.05917,1539993599999,7061519.0366258,20309,71164.68923,3832346.8047227,0
2018-10-20,53.68,54.65,53.28,54.28,134248.62479,1540079999999,7246667.2003764,21756,83417.76195,4503453.1572198,0
2018-10-21,54.27,54.9,53.44,53.61,139868.39748,1540166399999,7580763.3297482,22779,83295.25583,4515512.3819354,0
2018-10-22,53.62,54.16,52.67,53.12,113096.19471,1540252799999,6044482.1308859,19979,58247.93632,3114335.7210183,0
2018-10-23,53.12,53.97,52.53,53.33,56502.9476,1540339199999,3006380.2184277,12357,29962.51541,1594428.4686856,0
2018-10-24,53.34,53.92,53.0,53.11,50279.98528,1540425599999,2684802.8934149,12265,27044.31856,1444548.1141058,0
2018-10-25,53.12,53.27,52.52,52.84,43215.95472,1540511999999,2287144.4417594,9598,23460.53626,1241873.9651648,0
2018-10-26,52.81,53.55,52.23,52.56,49669.65386,1540598399999,2623371.2515115,11080,25376.4449,1340431.9284824,0
2018-10-27,52.6,53.08,51.72,52.25,39585.13085,1540684799999,2075854.6261564,9146,21412.0068,1123109.8741999,0
2018-10-28,52.25,52.66,51.7,52.07,35288.39702,1540771199999,1838724.3862475,8456,19088.83167,994949.3183612,0
2018-10-29,52.1,52.26,48.17,49.21,93056.55633,1540857599999,4660386.8668885,19806,47821.35938,2396073.5065472,0
2018-10-30,49.16,49.96,49.02,49.34,41869.78433,1540943999999,2069910.6907136,11086,21860.992,1080708.1840633,0
2018-10-31,49.35,50.71,47.71,49.93,59069.9364,1541030399999,2926931.182231,12496,31063.45096,1539184.1286073,0
2018-11-01,49.94,50.85,49.78,50.61,40743.54904,1541116799999,2044481.6283927,10162,21060.1092,1057032.525242,0
2018-11-02,50.63,52.2,50.56,51.78,55439.54227,1541203199999,2853112.5898938,11407,27964.3277,1438359.0457243,0
2018-11-03,51.78,51.81,50.6,51.04,44526.44126,1541289599999,2280110.5089847,9504,22824.42258,1169133.7860927,0
2018-11-04,51.09,56.33,50.77,54.6,131563.2191,1541375999999,7106100.759797,23386,61894.31664,3336900.1403116,0
2018-11-05,54.6,55.15,53.01,53.91,71425.68187,1541462399999,3841003.0724431,15076,33906.22792,1823284.798096,0
2018-11-06,53.93,56.88,53.87,56.48,82733.19375,1541548799999,4543573.2471019,17163,42073.91513,2313022.898281,0
2018-11-07,56.44,56.92,53.52,54.47,96697.10571,1541635199999,5343582.6991728,17623,46334.37798,2561402.8777023,0
2018-11-08,54.49,55.12,52.42,52.72,71785.25117,1541721599999,3845880.2935037,14624,32760.6009,1755879.4208665,0
2018-11-09,52.7,53.15,51.62,52.25,54807.00008,1541807999999,2873957.5317537,10564,26681.60854,1399332.7198207,0
2018-11-10,52.28,53.08,51.97,52.48,37947.99062,1541894399999,1994759.2672652,7136,19365.02879,1018138.9594937,0
2018-11-11,52.47,52.57,49.79,51.46,66550.49463,1541980799999,3407022.15279,10066,30973.25397,1586843.0557725,0
2018-11-12,51.5,52.04,50.59,51.26,60038.96458,1542067199999,3075503.9229793,10563,30924.3125,1583593.9838464,0
2018-11-13,51.26,51.66,49.6,50.43,63966.88343,1542153599999,3255168.879664,12663,28231.79823,1438970.2948402,0
2018-11-14,50.41,51.08,42.0,45.05,307943.67228,1542239999999,13948978.8933711,47047,159454.26891,7218249.9989279,0
2018-11-15,45.05,45.8,40.4,44.78,239147.14363,1542326399999,10442471.6269976,40801,118684.97646,5184945.2331067,0
2018-11-16,44.78,44.95,42.38,42.89,126959.9343,1542412799999,5526205.6703331,17983,64564.19501,2811605.9987562,0
2018-11-17,42.89,42.94,41.92,42.43,64923.26975,1542499199999,2748488.2839843,9808,32504.79756,1376633.4357099,0
2018-11-18,42.46,43.84,42.11,42.61,69727.51818,1542585599999,2991350.2245596,9138,33728.91305,1446812.199255,0
2018-11-19,42.63,42.65,35.94,37.07,266627.8181,1542671999999,10193547.6518018,35844,123526.87027,4719414.3065882,0
2018-11-20,37.11,38.8,31.47,33.8,481972.20552,1542758399999,16734732.4018969,60926,241095.49913,8366123.3351882,0
2018-11-21,33.71,35.38,32.17,35.15,307689.28614,1542844799999,10447986.7251629,40173,159717.36041,5423319.3832807,0
2018-11-22,35.17,35.68,31.84,32.11,140470.92969,1542931199999,4791952.8493514,18355,68181.20629,2330391.7634328,0
2018-11-23,32.09,33.81,31.1,32.74,178263.37599,1543017599999,5763152.7094353,23928,92170.51732,2980609.0381926,0
2018-11-24,32.74,34.3,29.07,29.73,175080.65021,1543103999999,5486899.3643201,25922,88812.48228,2789089.6189641,0
2018-11-25,29.72,32.93,27.7,31.49,330712.41278,1543190399999,9875455.0267542,45978,163397.1791,4881469.0766181,0
2018-11-26,31.51,32.88,28.66,30.18,346086.77239,1543276799999,10650119.32109,46491,172784.06477,5313776.2669128,0
2018-11-27,30.18,32.16,29.05,31.61,194024.5309,1543363199999,5911546.9844789,29454,103674.22554,3156633.2540849,0
2018-11-28,31.62,36.51,31.39,34.74,261988.56211,1543449599999,8934592.4563842,37890,135011.8311,4608682.4816574,0
2018-11-29,34.74,36.0,33.08,33.88,206424.03941,1543535999999,7091338.8885229,28975,98462.69496,3385188.6186074,0
2018-11-30,33.9,34.53,31.07,32.21,182324.55561,1543622399999,5934596.3999476,26303,92067.86104,2997736.4108677,0
2018-12-01,32.19,35.1,31.38,34.17,130601.17527,1543708799999,4373049.6516537,21786,66289.85862,2218790.9600378,0
2018-12-02,34.11,35.24,33.21,33.82,126562.51308,1543795199999,4314174.8406725,18775,62365.13178,2126949.4884226,0
2018-12-03,33.81,33.97,30.08,30.9,160953.47619,1543881599999,5107201.1187242,21808,74594.98599,2368164.9327524,0
2018-12-04,30.92,32.25,29.87,31.13,125624.10065,1543967999999,3938334.4457955,19484,61158.3067,1918338.2186361,0
2018-12-05,31.14,31.4,29.15,29.27,122536.95919,1544054399999,3686632.3658405,17735,56625.24767,1707222.0022825,0
2018-12-06,29.28,30.49,26.25,26.78,186020.5287,1544140799999,5318278.7153886,29787,89819.94014,2570821.4546897,0
2018-12-07,26.74,26.94,22.32,24.91,344334.77132,1544227199999,8550497.2274868,51931,163134.99195,4043718.8035168,0
2018-12-08,24.88,26.63,22.89,24.22,272026.24012,1544313599999,6669827.4592307,43154,137997.60918,3380771.3370255,0
2018-12-09,24.23,26.75,24.2,25.37,185392.27774,1544399999999,4728009.3049824,26775,96740.9277,2467552.2168738,0
2018-12-10,25.37,25.82,23.67,24.14,159523.3339,1544486399999,3913245.9562269,22641,73029.39203,1794384.5798292,0
2018-12-11,24.15,24.63,22.94,23.41,116912.31068,1544572799999,2774102.4887662,17623,57929.69049,1374038.6935345,0
2018-12-12,23.4,24.98,23.2,24.13,116697.01621,1544659199999,2839522.3254574,16627,61541.90623,1498441.747219,0
2018-12-13,24.13,24.29,22.91,23.08,101343.24553,1544745599999,2391795.1552609,14890,46488.11239,1099587.1191581,0
2018-12-14,23.06,23.76,22.5,23.34,115451.19357,1544831999999,2669993.897385,15764,56011.21857,1294619.0150554,0
2018-12-15,23.33,24.06,23.09,23.6,114346.73652,1544918399999,2696112.2014415,15491,56692.62372,1336715.6565835,0
2018-12-16,23.59,26.96,23.48,25.52,284638.36643,1545004799999,7367653.6178438,34576,140928.16563,3643391.0763897,0
2018-12-17,25.51,30.3,25.43,28.95,415677.55009,1545091199999,11734862.3593704,49677,207799.58392,5860139.6031989,0
2018-12-18,28.97,30.15,27.39,29.89,241540.21994,1545177599999,6940548.103116,32925,115762.91357,3328730.3166517,0
2018-12-19,29.89,31.55,28.51,28.83,464104.88134,1545263999999,13967868.6904562,50250,210692.73725,6347497.2158487,0
2018-12-20,28.83,32.76,28.52,32.18,347428.50187,1545350399999,10702281.6625123,46828,184132.3859,5669129.5784524,0
2018-12-21,32.18,32.87,29.55,30.29,222927.66345,1545436799999,6941800.3395846,32678,105793.71254,3300252.8973412,0
2018-12-22,30.29,31.49,29.7,31.33,106033.33577,1545523199999,3234572.7694072,17890,57366.88625,1752843.5622825,0
2018-12-23,31.29,33.84,31.09,32.97,255561.72891,1545609599999,8317118.2252661,31487,150274.1165,4883351.5700529,0
2018-12-24,32.98,36.12,32.17,32.68,305504.74498,1545695999999,10561724.7698791,42752,153251.42503,5295104.6457656,0
2018-12-25,32.69,32.93,29.19,30.5,248993.55556,1545782399999,7586691.2768408,38221,118674.09119,3614228.7645383,0
2018-12-26,30.5,31.68,28.79,30.3,174048.04136,1545868799999,5242464.4829548,27487,86449.00274,2603628.0388043,0
2018-12-27,30.27,30.89,27.17,27.55,157817.22611,1545955199999,4528463.300989,22160,71273.11422,2046913.3195184,0
2018-12-28,27.55,33.08,27.39,31.8,242123.8975,1546041599999,7428412.8216719,32631,116826.56577,3580572.6890376,0
2018-12-29,31.78,32.81,29.91,30.28,222196.85698,1546127999999,6994333.2082403,34161,109239.82618,3439532.8017593,0
2018-12-30,30.28,32.0,29.68,31.38,151572.93045,1546214399999,4696122.0322328,25014,77475.78114,2402701.1829014,0
2018-12-31,31.38,31.43,29.42,29.9,97446.11241,1546300799999,2959940.3443041,16781,47577.74879,1445104.0008223,0
2019-01-01,29.92,31.8,29.56,31.48,103182.73765,1546387199999,3162741.4467664,15380,51536.47693,1580225.4944965,0
2019-01-02,31.47,33.29,31.07,32.67,118306.23317,1546473599999,3805773.1198366,19940,57712.88911,1856254.405366,0
2019-01-03,32.68,32.8,30.62,31.39,94129.85114,1546559999999,2982980.2248225,15402,44255.99834,1402726.4399904,0
2019-01-04,31.41,32.53,30.78,31.76,108636.82193,1546646399999,3437486.3851984,17016,53812.09229,1704444.6973857,0
2019-01-05,31.76,35.95,31.76,34.33,335581.55848,1546732799999,11471296.9699548,46999,162070.2791,5536072.446455,0
2019-01-06,34.33,39.71,33.89,38.3,761396.10676,1546819199999,28298586.9009635,82109,367592.50496,13657746.5602398,0
2019-01-07,38.29,39.04,36.53,37.35,444975.92431,1546905599999,16797767.6556064,51871,215312.84438,8126842.7646142,0
2019-01-08,37.35,40.8,36.91,38.7,522510.17142,1546991999999,20322945.3312497,56171,265768.71886,10335736.2398965,0
2019-01-09,38.7,39.72,38.0,38.17,312030.13021,1547078399999,12104357.4442312,36311,161018.18508,6250240.8850986,0
2019-01-10,38.17,38.77,31.0,32.81,584622.4539,1547164799999,19980421.46609,66419,283539.60377,9665526.7716598,0
2019-01-11,32.81,33.22,29.68,31.49,351182.38165,1547251199999,11268415.5174647,45405,164016.25746,5262239.5740466,0
2019-01-12,31.48,32.13,31.07,31.65,178476.28718,1547337599999,5640569.2458151,25298,85982.1549,2715970.3214217,0
2019-01-13,31.65,32.63,29.12,29.59,229264.11927,1547423999999,7075842.0712984,29004,108286.15808,3337666.1041313,0
2019-01-14,29.6,32.5,29.38,31.71,255282.35801,1547510399999,7925720.2735823,28964,124636.60217,3876580.4075901,0
2019-01-15,31.72,32.27,29.95,30.75,216841.86085,1547596799999,6784015.4244266,29057,109085.19055,3417494.3560669,0
2019-01-16,30.74,31.93,30.47,31.29,153939.59622,1547683199999,4789334.1418824,21559,76981.80401,2395766.9138333,0
2019-01-17,31.29,31.55,29.8,31.4,203218.00286,1547769599999,6238519.8934698,25914,101306.91483,3112108.2058474,0
2019-01-18,31.38,31.53,30.31,30.77,150711.34444,1547855999999,4659547.3864997,18620,71433.46977,2211556.1508159,0
2019-01-19,30.78,32.92,30.77,32.0,164989.63668,1547942399999,5273505.545043,21151,81583.84722,2604779.9425284,0
2019-01-20,31.94,33.2,28.45,30.64,249450.00408,1548028799999,7815412.7300217,29614,118376.33534,3702514.2273639,0
2019-01-21,30.63,31.22,30.34,30.82,110305.75866,1548115199999,3392716.0542585,15290,57897.38931,1781488.5193431,0
2019-01-22,30.82,32.0,29.48,31.41,199887.16257,1548201599999,6183272.8098907,23765,104259.51589,3229177.0939101,0
2019-01-23,31.4,32.18,31.24,31.69,123577.27232,1548287999999,3920165.8017895,15638,55969.58357,1775217.9658034,0
2019-01-24,31.69,33.1,30.89,32.51,138812.16216,1548374399999,4453091.2945143,16597,65904.78192,2111888.6974578,0
2019-01-25,32.52,33.0,31.87,32.69,169242.53382,1548460799999,5485967.9294638,18027,79804.3117,2587125.366859,0
2019-01-26,32.68,33.95,32.57,32.8,166677.42808,1548547199999,5537195.8890435,20495,78798.19408,2618744.9595293,0
2019-01-27,32.79,33.2,31.05,32.21,173697.81998,1548633599999,5628213.3201342,21480,78035.93823,2532572.9307587,0
2019-01-28,32.22,32.53,30.0,30.94,267887.62942,1548719999999,8275485.9723247,30657,118041.161,3650598.0991317,0
2019-01-29,30.94,31.26,29.91,30.81,135879.8588,1548806399999,4168438.6557358,17933,60670.88176,1862431.7774867,0
2019-01-30,30.8,31.97,30.47,31.68,129114.99705,1548892799999,4046024.3723204,15154,66041.95139,2068683.6245773,0
2019-01-31,31.68,32.33,31.08,31.41,154708.17427,1548979199999,4881672.9566493,17825,81796.9945,2580248.9920298,0
2019-02-01,31.43,33.64,30.7,32.65,335544.96445,1549065599999,10864529.5873272,28955,164337.34403,5321610.9867904,0
2019-02-02,32.61,35.01,32.44,34.59,268052.52354,1549151999999,8939273.973636,27690,133427.23382,4451498.8407712,0
2019-02-03,34.59,34.89,32.86,33.44,348406.73224,1549238399999,11802330.6146259,32651,168185.05465,5696095.0475279,0
2019-02-04,33.43,34.5,33.36,34.09,206649.66902,1549324799999,7014206.2681502,20549,108962.09483,3699076.3754122,0
2019-02-05,34.08,34.54,33.63,34.34,214319.34235,1549411199999,7321284.8808597,19416,104569.87802,3573067.0954449,0
2019-02-06,34.35,34.5,32.25,32.79,312456.54201,1549497599999,10273847.9600226,30232,149431.38343,4907408.3859695,0
2019-02-07,32.78,33.61,32.73,33.24,144528.08084,1549583999999,4798854.8184626,14240,61439.70984,2040173.0927607,0
2019-02-08,33.23,44.85,32.75,42.99,1237384.07012,1549670399999,48819159.693489,119267,616199.16873,24347341.8508127,0
2019-02-09,42.99,46.95,42.05,44.68,993529.35851,1549756799999,43845377.3617417,105794,506453.06114,22384935.9280144,0
2019-02-10,44.68,47.59,42.0,46.79,667594.46229,1549843199999,30084786.2181325,74650,329432.89923,14843447.3569699,0
2019-02-11,46.8,46.87,41.81,42.9,570398.48991,1549929599999,25000654.7153878,62358,281744.28623,12346897.0170934,0
2019-02-12,42.88,44.57,41.84,43.89,326731.55801,1550015999999,14181167.7324087,42437,166811.67841,7247992.5251688,0
2019-02-13,43.89,44.66,40.64,41.61,333914.84326,1550102399999,14169773.6990322,40220,154635.64726,6572223.2396216,0
2019-02-14,41.61,42.45,40.31,41.26,285144.93739,1550188799999,11825040.1861124,32595,137002.03137,5682055.8504704,0
2019-02-15,41.26,44.6,41.06,42.58,389950.95213,1550275199999,16519445.9920431,45476,186526.92591,7905737.6882559,0
2019-02-16,42.6,44.37,42.28,43.34,326691.70793,1550361599999,14225774.1208697,45174,163746.11257,7132166.6269821,0
2019-02-17,43.34,45.13,42.6,43.91,331698.79603,1550447999999,14459368.8381966,43221,164544.69037,7171348.1619822,0
2019-02-18,43.89,49.03,43.62,47.84,744029.87121,1550534399999,34349598.9758269,101066,377479.54248,17422738.5563971,0
2019-02-19,47.81,49.1,46.56,47.14,404786.75784,1550620799999,19350985.317177,63504,194305.32904,9291828.1074618,0
2019-02-20,47.16,52.21,46.25,51.5,566874.12073,1550707199999,28402239.4220076,76226,282893.19253,14165186.390517,0
2019-02-21,51.47,51.65,47.35,48.94,383781.90032,1550793599999,18972966.8701831,51554,193159.07734,9550580.8968172,0
2019-02-22,48.93,49.97,48.08,49.19,265979.43489,1550879999999,13079846.878828,44082,126455.12527,6221387.8284687,0
2019-02-23,49.22,51.88,48.0,51.4,411115.3383,1550966399999,20597303.0431109,58429,219383.75505,10998727.6815936,0
2019-02-24,51.39,53.53,42.37,43.75,685277.01608,1551052799999,32440229.6963062,106805,318218.064,15093749.4097271,0
2019-02-25,43.74,46.85,43.0,45.4,377273.17275,1551139199999,16992487.3052862,52802,183753.22647,8281962.7421758,0
2019-02-26,45.4,45.89,44.06,44.76,220101.55494,1551225599999,9886505.2314402,34598,103140.22623,4633236.8579709,0
2019-02-27,44.77,45.53,42.51,45.16,223940.94505,1551311999999,9964616.9874317,35702,108949.85575,4849403.1134797,0
2019-02-28,45.15,46.7,44.44,45.61,258562.96779,1551398399999,11834468.51228,44293,125150.07475,5729752.8120661,0
2019-03-01,45.62,48.95,45.53,47.05,336011.92294,1551484799999,15914635.4786478,43768,169835.46105,8045943.2075193,0
2019-03-02,47.02,49.4,46.38,48.49,325733.94735,1551571199999,15618945.7813467,44047,156153.23173,7487605.1003962,0
2019-03-03,48.51,49.1,47.18,47.86,218511.99396,1551657599999,10525909.3067072,32498,102936.21304,4957375.7992247,0
2019-03-04,47.87,48.22,44.57,45.78,306985.27977,1551743999999,14131761.4970669,46799,154471.45959,7115127.5436667,0
2019-03-05,45.78,54.25,45.38,52.52,798938.10368,1551830399999,40660412.2179829,97248,407798.31246,20745733.1875135,0
2019-03-06,52.52,56.81,51.11,55.37,670227.49403,1551916799999,36366973.2904414,87405,318556.88437,17287854.3556966,0
2019-03-07,55.37,59.12,53.77,56.73,816612.77049,1552003199999,46227699.9424252,112401,398729.37463,22559465.8938152,0
2019-03-08,56.73,57.6,54.3,55.61,440480.65904,1552089599999,24793142.8918252,64625,216141.96493,12169677.2171404,0
2019-03-09,55.58,59.83,55.38,57.78,413625.10436,1552175999999,23841397.7942103,63729,208223.09239,12008805.6326791,0
2019-03-10,57.78,58.04,55.84,56.59,198932.23727,1552262399999,11276533.6754336,32011,95280.56865,5402643.4283691,0
2019-03-11,56.63,57.37,54.0,54.82,319640.84363,1552348799999,17619148.0806475,42495,150737.04254,8313935.1111815,0
2019-03-12,54.82,56.96,53.72,56.58,186798.97334,1552435199999,10473627.53209,27280,90246.13287,5059058.2588894,0
2019-03-13,56.6,56.84,54.3,55.29,234206.35923,1552521599999,13044765.6089822,36076,118984.84557,6625126.8841566,0
2019-03-14,55.29,58.2,51.66,55.94,333686.39631,1552607999999,18559101.3738751,47416,158333.91248,8813036.2227747,0
2019-03-15,55.94,59.15,55.94,58.52,295307.77677,1552694399999,17013433.6384185,48437,149301.48041,8604524.4679416,0
2019-03-16,58.52,61.97,58.41,61.21,375314.79266,1552780799999,22846386.0282299,63954,195783.08564,11919316.8063471,0
2019-03-17,61.22,61.32,59.57,60.47,174833.31913,1552867199999,10590199.9608341,30357,88323.65579,5352171.7716082,0
2019-03-18,60.47,62.63,58.2,59.17,301146.21398,1552953599999,18071146.4905442,48690,140328.42987,8419402.0964585,0
2019-03-19,59.2,59.96,58.33,59.52,221995.59833,1553039999999,13162394.4379992,36544,106922.96885,6336043.1620341,0
2019-03-20,59.5,60.74,56.64,60.27,285413.7934,1553126399999,16953291.8433374,45568,134531.59382,7991466.5176726,0
2019-03-21,60.29,60.64,56.98,58.54,164946.60535,1553212799999,9725257.740012,31887,75816.05629,4471807.8406242,0
2019-03-22,58.54,59.6,58.0,59.26,184427.33587,1553299199999,10869615.6738316,28585,91280.48228,5383641.3152735,0
